Date,Jan  ,Feb  ,Mar  ,Apr  ,May  ,Jun  ,Jul  ,Aug  ,Sep  ,Oct  ,Nov  ,Dec  
,,,,,,,,,,,,
1,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,171.595,62.606
2,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,47.081,60.787
3,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,145.588,60.787
4,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,135.196,58.991
5,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,120.237,57.219
6,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,104.897,55.47
7,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,106.045,52.043
8,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,107.198,53.744
9,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,108.357,52.89
10,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,107.198,52.043
11,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,106.045,52.043
12,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,103.755,50.365
13,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,98.125,52.043
14,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,90.473,55.47
15,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,186.021,86.222,58.102
16,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,221.099,91.55,57.219
17,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,202.47,91.55,53.744
18,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,187.491,91.55,50.365
19,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,177.305,86.222,48.711
20,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,194.918,82.06,47.893
21,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,187.491,77.988,47.081
22,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,197.924,77.988,45.475
23,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,187.491,74.005,44.681
24,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,177.305,75.985,43.893
25,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,165.966,74.005,45.475
26,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,225.867,72.048,44.681
27,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,233.912,70.114,43.893
28,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,233.912,67.255,43.111
29,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,221.099,66.314,40.803
30,-   ,         ,-   ,-   ,-   ,-   ,-   ,-   ,-   ,207.06,64.448,39.295
31,-   ,         ,-   ,         ,-   ,         ,-   ,-   ,         ,190.447,         ,39.295
1,38.55,26.847,21.406,30.098,26.847,84.13,214.81,453.708,468.941,221.099,168.77,52.043
2,37.078,25.592,20.834,15.493,28.778,89.402,202.47,534.359,633.097,233.912,153.6,52.043
3,37.078,23.16,20.834,23.16,32.126,87.277,200.95,581.617,605.895,214.81,145.588,50.365
4,37.078,23.758,20.269,23.16,32.126,84.13,196.419,497.808,557.771,184.556,137.762,48.711
5,36.352,23.16,20.269,21.984,30.768,82.06,197.924,449.396,696.834,164.571,130.125,48.711
6,35.632,23.758,19.711,22.569,26.847,86.222,233.912,477.744,650.676,159.045,106.045,47.081
7,35.632,23.758,19.16,21.984,24.363,92.632,243.726,403.145,744.358,156.312,85.173,45.475
8,37.078,23.16,18.078,21.984,23.758,95.912,253.715,384.855,628.112,186.021,84.13,45.475
9,34.211,23.16,17.547,22.569,23.16,103.755,211.696,363.002,591.277,186.021,82.06,44.681
10,33.51,23.16,17.547,23.16,22.569,113.044,196.419,378.84,543.671,186.021,81.034,43.111
11,32.815,23.16,17.547,23.758,21.406,117.818,184.556,451.55,511.383,202.47,70.114,43.111
12,32.126,23.758,17.547,23.758,22.569,114.23,196.419,335.994,502.316,409.324,74.005,42.336
13,32.126,24.974,17.547,28.128,20.834,113.044,200.95,275.951,436.566,275.951,70.114,42.336
14,32.126,26.847,17.547,24.974,28.778,102.618,190.447,302.608,332.21,281.197,70.114,40.803
15,32.126,32.126,17.024,24.974,34.211,100.361,216.375,320.969,332.21,270.748,69.155,40.803
16,32.126,31.444,19.711,24.363,43.893,99.24,225.867,281.197,272.477,275.951,69.155,40.046
17,30.098,29.435,19.711,24.363,45.475,108.357,202.47,281.197,272.477,263.877,66.314,39.295
18,30.768,28.778,20.834,23.758,48.711,156.312,274.212,432.326,233.912,322.831,64.448,39.295
19,30.098,26.847,20.834,23.758,74.005,187.491,502.316,359.088,214.81,384.855,64.448,39.295
20,29.435,24.974,24.363,23.16,69.155,211.696,432.326,332.21,238.797,440.825,65.378,39.295
21,28.778,24.363,55.47,20.834,70.114,205.525,317.259,339.797,205.525,334.1,68.202,37.078
22,28.778,23.16,34.918,19.711,71.078,200.95,319.112,440.825,199.434,324.697,72.048,36.352
23,28.128,22.569,33.51,18.616,71.078,230.679,298.992,588.855,199.434,288.258,68.202,37.078
24,28.778,21.984,33.51,18.616,69.155,250.366,302.608,432.326,190.447,237.164,66.314,37.078
25,28.778,21.406,33.51,18.078,65.378,281.197,324.697,378.84,181.64,257.083,64.448,37.078
26,28.128,21.406,32.126,18.616,64.448,267.303,328.444,343.618,230.679,224.273,62.606,37.078
27,28.128,21.406,31.444,23.16,74.005,257.083,332.21,306.243,306.243,243.726,60.787,37.078
28,27.484,20.834,30.768,21.984,76.984,248.699,328.444,286.486,240.435,237.164,57.219,37.078
29,27.484,         ,30.768,21.984,80.013,237.164,403.145,298.992,221.099,237.164,54.604,37.078
30,27.484,         ,30.098,26.847,80.013,230.679,399.049,302.608,193.423,208.6,52.043,37.811
31,26.847,         ,30.098,         ,82.06,         ,436.566,482.172,         ,188.967,         ,37.811
1,37.078,28.128,15.493,22.569,16.507,23.16,127.621,211.696,282.955,167.365,66.314,34.211
2,37.078,27.484,19.16,23.16,15.493,28.128,141.652,211.696,302.608,150.909,66.314,34.211
3,37.078,27.484,18.616,24.974,15.493,40.803,142.959,190.447,302.608,144.271,62.606,33.51
4,37.078,27.484,18.616,22.569,14.997,37.811,132.65,187.491,311.73,137.762,59.886,32.126
5,37.078,15.493,18.078,24.363,15.493,37.811,122.677,227.466,306.243,120.237,54.604,32.126
6,37.078,25.592,18.616,26.216,16.507,50.365,145.588,267.303,237.164,108.357,52.89,31.444
7,37.811,25.592,19.711,22.569,18.616,48.711,181.64,202.47,202.47,106.045,50.365,30.768
8,38.55,24.974,21.984,28.128,18.616,56.341,173.015,187.491,190.447,95.912,49.535,30.098
9,39.295,24.363,23.758,34.918,17.547,59.886,184.556,180.19,199.434,82.06,48.711,29.435
10,40.046,24.363,23.758,32.126,16.507,58.102,171.595,167.365,199.434,74.005,47.081,28.128
11,40.046,24.363,23.16,30.768,15.493,58.991,175.869,157.676,247.036,66.314,45.475,27.484
12,40.803,23.758,24.363,29.435,14.508,57.219,224.273,163.182,250.366,58.991,43.893,27.484
13,39.295,23.16,23.16,30.768,14.508,59.886,205.525,159.045,258.774,60.787,43.111,27.484
14,37.078,23.16,21.984,29.435,13.551,58.991,186.021,164.571,258.774,61.694,42.336,27.484
15,37.078,23.16,20.834,28.778,13.083,63.524,175.869,167.365,242.078,58.991,40.803,27.484
16,40.803,23.16,19.711,26.216,13.551,66.314,164.571,168.77,211.696,57.219,40.803,29.435
17,44.681,21.984,18.616,24.974,15.493,70.114,156.312,175.869,190.447,60.787,40.803,34.918
18,44.681,21.984,19.16,23.758,17.547,66.314,156.312,205.525,174.439,58.991,40.803,36.352
19,42.336,21.984,18.616,21.984,18.078,64.448,148.238,217.945,170.18,57.219,39.295,39.295
20,39.295,21.984,18.616,20.834,17.547,64.448,145.588,253.715,165.966,57.219,38.55,38.55
21,38.55,23.16,19.16,20.834,20.834,72.048,137.762,250.366,153.6,57.219,37.811,36.352
22,37.811,23.16,20.269,20.269,23.758,90.473,140.35,274.212,156.312,58.991,37.078,34.918
23,37.811,23.16,20.269,20.269,21.406,80.013,148.238,275.951,165.966,58.991,36.352,33.51
24,36.352,23.758,20.269,23.758,20.834,92.632,153.6,281.197,225.867,58.102,36.352,32.126
25,34.211,23.16,19.711,24.363,19.711,89.402,153.6,295.395,202.47,58.991,36.352,32.126
26,30.768,22.569,19.711,21.984,18.616,91.55,196.419,297.191,193.423,57.219,36.352,30.768
27,30.098,22.569,19.711,19.711,18.078,91.55,175.869,300.798,205.525,61.694,34.918,28.778
28,29.435,20.834,23.16,18.616,17.547,106.045,237.164,258.774,221.099,60.787,34.918,28.128
29,28.778,         ,25.592,18.078,17.547,113.044,240.435,221.099,242.078,60.787,34.918,27.484
30,28.778,         ,23.16,17.547,17.547,123.905,233.912,243.726,214.81,59.886,34.211,27.484
31,28.778,         ,22.569,         ,20.269,         ,211.696,274.212,         ,60.787,         ,26.847
1,26.847,19.16,14.508,23.16,27.484,13.551,170.18,191.932,335.994,-   ,-   ,-   
2,26.847,19.16,21.984,20.834,25.592,13.083,174.439,187.491,341.705,-   ,-   ,-   
3,25.592,18.616,26.847,19.711,25.592,13.551,159.045,177.305,242.078,-   ,-   ,-   
4,25.592,18.616,25.592,19.711,24.363,13.551,170.18,173.015,267.303,-   ,-   ,-   
5,25.592,16.507,24.363,18.616,23.16,13.083,170.18,196.419,243.726,-   ,-   ,-   
6,24.363,15.996,24.363,18.078,21.984,18.078,142.959,186.021,211.696,-   ,-   ,-   
7,23.758,15.996,21.984,18.616,20.834,31.444,164.571,207.06,181.64,-   ,-   ,-   
8,23.16,15.996,19.711,17.547,19.711,26.847,173.015,210.146,184.556,-   ,-   ,-   
9,22.569,15.996,18.616,16.507,18.616,25.592,175.869,252.038,210.146,-   ,-   ,-   
10,22.569,15.996,17.547,15.493,18.078,24.974,159.045,255.396,196.419,-   ,-   ,-   
11,21.984,15.493,16.507,15.493,17.547,24.974,161.798,247.036,207.06,-   ,-   ,-   
12,21.984,15.493,16.507,17.547,17.547,30.098,205.525,232.293,265.587,-   ,-   ,-   
13,21.406,14.997,15.493,15.493,16.507,43.893,199.434,224.273,306.243,-   ,-   ,-   
14,20.834,14.997,15.493,15.493,15.996,50.365,-   ,260.47,-   ,-   ,-   ,-   
15,20.834,14.508,14.508,28.128,15.493,57.219,-   ,302.608,-   ,-   ,-   ,-   
16,19.711,14.026,12.623,37.811,15.493,60.787,-   ,265.587,-   ,-   ,-   ,-   
17,19.711,13.551,14.997,40.803,15.493,52.043,-   ,309.896,-   ,-   ,-   ,-   
18,19.16,13.551,15.493,40.046,15.493,52.043,-   ,324.697,-   ,-   ,-   ,-   
19,19.16,13.551,15.996,36.352,15.996,48.711,-   ,306.243,-   ,-   ,-   ,-   
20,18.616,13.551,17.547,33.51,16.507,58.102,200.95,253.715,-   ,-   ,-   ,-   
21,17.547,13.551,20.269,33.51,18.616,65.378,193.423,267.303,-   ,-   ,-   ,-   
22,17.547,13.083,19.711,40.803,17.024,71.078,202.47,194.918,-   ,-   ,-   ,-   
23,17.024,12.623,26.847,48.711,15.493,70.114,187.491,317.259,-   ,-   ,-   ,-   
24,17.024,12.623,28.778,45.475,14.508,65.378,217.945,288.258,-   ,-   ,-   ,-   
25,16.507,12.623,30.098,41.566,14.026,64.448,194.918,248.699,-   ,-   ,-   ,-   
26,18.078,12.623,26.216,37.811,14.508,68.202,214.81,237.164,-   ,-   ,-   ,-   
27,19.711,13.083,26.847,40.803,14.997,70.114,224.273,258.774,-   ,-   ,-   ,-   
28,19.711,13.551,26.847,37.811,14.997,74.005,221.099,258.774,-   ,-   ,-   ,-   
29,20.269,         ,25.592,34.211,14.508,92.632,202.47,270.748,-   ,-   ,-   ,-   
30,19.711,         ,24.363,30.768,14.508,77.988,199.434,208.6,-   ,-   ,-   ,-   
31,19.16,         ,23.758,         ,14.508,         ,194.918,233.912,         ,-   ,         ,-   
1,20.834,19.711,11.723,9.6,16.507,46.275,205.525,149.571,601.005,232.293,68.202,43.893
2,20.834,19.711,11.723,9.198,16.507,46.275,199.434,146.91,343.618,217.945,68.202,42.336
3,20.834,19.711,11.284,9.198,18.616,47.893,137.762,161.798,372.867,214.81,68.202,41.566
4,19.711,19.711,11.284,9.198,30.098,55.47,130.125,164.571,320.969,202.47,66.314,41.566
5,19.16,19.711,11.284,9.6,27.484,48.711,117.818,181.64,253.715,227.466,64.448,39.295
6,19.16,19.711,11.284,10.01,23.16,57.219,99.24,217.945,233.912,240.435,62.606,38.55
7,19.16,19.711,11.284,10.01,20.834,58.102,101.487,149.571,202.47,315.411,60.787,37.811
8,19.16,19.16,11.284,9.6,20.834,58.991,127.621,291.817,221.099,227.466,60.787,36.352
9,18.616,18.616,10.852,10.01,20.269,60.787,164.571,232.293,242.078,227.466,57.219,36.352
10,18.616,18.078,10.852,10.427,18.616,58.991,187.491,233.912,224.273,343.618,55.47,36.352
11,18.616,17.547,10.852,12.623,17.547,67.255,355.193,214.81,205.525,293.604,53.744,36.352
12,18.616,17.547,10.852,12.623,16.507,72.048,374.853,207.06,253.715,413.465,52.043,36.352
13,18.078,17.547,10.852,12.623,15.493,72.048,230.679,197.924,213.25,438.693,52.043,36.352
14,17.547,18.078,10.852,13.083,14.508,72.048,196.419,175.869,184.556,378.84,51.201,36.352
15,17.547,16.507,10.852,12.623,14.508,76.984,257.083,175.869,288.258,309.896,50.365,34.918
16,17.547,15.493,10.852,12.169,14.508,85.173,222.684,177.305,205.525,240.435,50.365,34.211
17,17.024,14.508,10.427,11.723,14.508,84.13,224.273,161.798,187.491,202.47,48.711,33.51
18,17.024,14.508,10.427,10.852,22.569,75.985,240.435,187.491,309.896,187.491,47.081,32.126
19,17.547,14.026,10.427,10.852,28.128,74.005,237.164,394.971,210.146,173.015,47.081,30.098
20,18.078,14.026,10.01,10.852,26.216,72.048,247.036,351.316,202.47,150.909,47.081,29.435
